,spectrum_0 + 740,spectrum_1 + 740,spectrum_2 + 740,spectrum_3 + 740,spectrum_4 + 740,spectrum_5 + 740,spectrum_6 + 740,spectrum_7 + 740,spectrum_8 + 740,spectrum_9 + 740,spectrum_10 + 740,spectrum_11 + 740,spectrum_12 + 740,spectrum_13 + 740,spectrum_14 + 740,spectrum_15 + 740,spectrum_16 + 740,spectrum_17 + 740,spectrum_18 + 740,spectrum_19 + 740,spectrum_20 + 740,spectrum_21 + 740,spectrum_22 + 740,spectrum_23 + 740,spectrum_24 + 740,spectrum_25 + 740,spectrum_26 + 740,spectrum_27 + 740,spectrum_28 + 740,spectrum_29 + 740,spectrum_30 + 740,spectrum_31 + 740,spectrum_32 + 740,spectrum_33 + 740,spectrum_34 + 740,spectrum_35 + 740,spectrum_36 + 740,spectrum_37 + 740,spectrum_38 + 740,spectrum_39 + 740,spectrum_40 + 740,spectrum_41 + 740,spectrum_42 + 740,spectrum_43 + 740,spectrum_44 + 740,spectrum_45 + 740,spectrum_46 + 740,spectrum_47 + 740,spectrum_48 + 740,spectrum_49 + 740,spectrum_50 + 740,spectrum_51 + 740,spectrum_52 + 740,spectrum_53 + 740,spectrum_54 + 740,spectrum_55 + 740,spectrum_56 + 740,spectrum_57 + 740,spectrum_58 + 740,spectrum_59 + 740,spectrum_60 + 740,spectrum_61 + 740,spectrum_62 + 740,spectrum_63 + 740,spectrum_64 + 740,spectrum_65 + 740,spectrum_66 + 740,spectrum_67 + 740,spectrum_68 + 740,spectrum_69 + 740,spectrum_70 + 740,spectrum_71 + 740,spectrum_72 + 740,spectrum_73 + 740,spectrum_74 + 740,spectrum_75 + 740,spectrum_76 + 740,spectrum_77 + 740,spectrum_78 + 740,spectrum_79 + 740,spectrum_80 + 740,spectrum_81 + 740,spectrum_82 + 740,spectrum_83 + 740,spectrum_84 + 740,spectrum_85 + 740,spectrum_86 + 740,spectrum_87 + 740,spectrum_88 + 740,spectrum_89 + 740,spectrum_90 + 740,spectrum_91 + 740,spectrum_92 + 740,spectrum_93 + 740,spectrum_94 + 740,spectrum_95 + 740,spectrum_96 + 740,spectrum_97 + 740,spectrum_98 + 740,spectrum_99 + 740,spectrum_100 + 740,spectrum_101 + 740,spectrum_102 + 740,spectrum_103 + 740,spectrum_104 + 740,spectrum_105 + 740,spectrum_106 + 740,spectrum_107 + 740,spectrum_108 + 740,spectrum_109 + 740,spectrum_110 + 740,spectrum_111 + 740,spectrum_112 + 740,spectrum_113 + 740,spectrum_114 + 740,spectrum_115 + 740,spectrum_116 + 740,spectrum_117 + 740,spectrum_118 + 740,spectrum_119 + 740,spectrum_120 + 740,spectrum_121 + 740,spectrum_122 + 740,spectrum_123 + 740,spectrum_124 + 740,spectrum_125 + 740,spectrum_126 + 740,spectrum_127 + 740,spectrum_128 + 740,spectrum_129 + 740,spectrum_130 + 740,spectrum_131 + 740,spectrum_132 + 740,spectrum_133 + 740,spectrum_134 + 740,spectrum_135 + 740,spectrum_136 + 740,spectrum_137 + 740,spectrum_138 + 740,spectrum_139 + 740,spectrum_140 + 740,spectrum_141 + 740,spectrum_142 + 740,spectrum_143 + 740,spectrum_144 + 740,spectrum_145 + 740,spectrum_146 + 740,spectrum_147 + 740,spectrum_148 + 740,spectrum_149 + 740,spectrum_150 + 740,spectrum_151 + 740,spectrum_152 + 740,spectrum_153 + 740,spectrum_154 + 740,spectrum_155 + 740,spectrum_156 + 740,spectrum_157 + 740,spectrum_158 + 740,spectrum_159 + 740,spectrum_160 + 740,spectrum_161 + 740,spectrum_162 + 740,spectrum_163 + 740,spectrum_164 + 740,spectrum_165 + 740,spectrum_166 + 740,spectrum_167 + 740,spectrum_168 + 740,spectrum_169 + 740,spectrum_170 + 740,spectrum_171 + 740,spectrum_172 + 740,spectrum_173 + 740,spectrum_174 + 740,spectrum_175 + 740,spectrum_176 + 740,spectrum_177 + 740,spectrum_178 + 740,spectrum_179 + 740,spectrum_180 + 740,spectrum_181 + 740,spectrum_182 + 740,spectrum_183 + 740,spectrum_184 + 740,spectrum_185 + 740,spectrum_186 + 740,spectrum_187 + 740,spectrum_188 + 740,spectrum_189 + 740,spectrum_190 + 740,spectrum_191 + 740,spectrum_192 + 740,spectrum_193 + 740,spectrum_194 + 740,spectrum_195 + 740,spectrum_196 + 740,spectrum_197 + 740,spectrum_198 + 740,spectrum_199 + 740,spectrum_200 + 740,spectrum_201 + 740,spectrum_202 + 740,spectrum_203 + 740,spectrum_204 + 740,spectrum_205 + 740,spectrum_206 + 740,spectrum_207 + 740,spectrum_208 + 740,spectrum_209 + 740,spectrum_210 + 740,spectrum_211 + 740,spectrum_212 + 740,spectrum_213 + 740,spectrum_214 + 740,spectrum_215 + 740,spectrum_216 + 740,spectrum_217 + 740,spectrum_218 + 740,spectrum_219 + 740,spectrum_220 + 740,spectrum_221 + 740,spectrum_222 + 740,spectrum_223 + 740,spectrum_224 + 740,spectrum_225 + 740,spectrum_226 + 740,spectrum_227 + 740,spectrum_228 + 740,spectrum_229 + 740,spectrum_230 + 740,spectrum_231 + 740,spectrum_232 + 740,spectrum_233 + 740,spectrum_234 + 740,spectrum_235 + 740,spectrum_236 + 740,spectrum_237 + 740,spectrum_238 + 740,spectrum_239 + 740,spectrum_240 + 740,spectrum_241 + 740,spectrum_242 + 740,spectrum_243 + 740,spectrum_244 + 740,spectrum_245 + 740,spectrum_246 + 740,spectrum_247 + 740,spectrum_248 + 740,spectrum_249 + 740,spectrum_250 + 740,spectrum_251 + 740,spectrum_252 + 740,spectrum_253 + 740,spectrum_254 + 740,spectrum_255 + 740,spectrum_256 + 740,spectrum_257 + 740,spectrum_258 + 740,spectrum_259 + 740,spectrum_260 + 740,spectrum_261 + 740,spectrum_262 + 740,spectrum_263 + 740,spectrum_264 + 740,spectrum_265 + 740,spectrum_266 + 740,spectrum_267 + 740,spectrum_268 + 740,spectrum_269 + 740,spectrum_270 + 740,spectrum_271 + 740,spectrum_272 + 740,spectrum_273 + 740,spectrum_274 + 740,spectrum_275 + 740,spectrum_276 + 740,spectrum_277 + 740,spectrum_278 + 740,spectrum_279 + 740,spectrum_280 + 740,spectrum_281 + 740,spectrum_282 + 740,spectrum_283 + 740,spectrum_284 + 740,spectrum_285 + 740,spectrum_286 + 740,spectrum_287 + 740,spectrum_288 + 740,spectrum_289 + 740,spectrum_290 + 740,spectrum_291 + 740,spectrum_292 + 740,spectrum_293 + 740,spectrum_294 + 740,spectrum_295 + 740,spectrum_296 + 740,spectrum_297 + 740,spectrum_298 + 740,spectrum_299 + 740,spectrum_300 + 740,spectrum_301 + 740,spectrum_302 + 740,spectrum_303 + 740,spectrum_304 + 740,spectrum_305 + 740,spectrum_306 + 740,spectrum_307 + 740,spectrum_308 + 740,spectrum_309 + 740,spectrum_310 + 740,spectrum_311 + 740,spectrum_312 + 740,spectrum_313 + 740,spectrum_314 + 740,spectrum_315 + 740,spectrum_316 + 740,spectrum_317 + 740,spectrum_318 + 740,spectrum_319 + 740,spectrum_320 + 740,spectrum_321 + 740,spectrum_322 + 740,spectrum_323 + 740,spectrum_324 + 740,spectrum_325 + 740,spectrum_326 + 740,spectrum_327 + 740,spectrum_328 + 740,spectrum_329 + 740,spectrum_330 + 740
59,0.6500058237,0.6555031749,0.661013961,0.6666939435,0.6725461569,0.678425806,0.6840390413,0.6892087837,0.6939030505,0.6981979101,0.7021796736,0.7061102194,0.7098871323,0.7133747444,0.7164993429,0.7192534997,0.721739476,0.7240680275,0.7263202481,0.7285119392,0.7305716152,0.7324168611,0.7340353641,0.7354903798,0.7368937901,0.738324497,0.7397763787,0.7411729992,0.7424259081,0.7434818775,0.7443951013,0.7452657051,0.7461815603,0.7471679255,0.7481707409,0.7491118591,0.749956878,0.7507401395,0.7515422357,0.7524430169,0.7534408874,0.7544769187,0.7554682279,0.7563560647,0.7571578682,0.7579371843,0.7587497407,0.7596101165,0.7604725223,0.7612808346,0.7620018119,0.7626518089,0.763272934,0.7639115823,0.7645715727,0.7652293115,0.7658476473,0.7664082085,0.7669299266,0.7674448069,0.767987894,0.7685661015,0.7691597617,0.7697413519,0.7702915646,0.7708045771,0.7712996589,0.7717963863,0.772305206,0.7728103571,0.7732836115,0.773696567,0.7740422786,0.7743272922,0.7745711041,0.7747859739,0.7749649207,0.7750865117,0.7751274294,0.7750828245,0.7749581663,0.7747611392,0.7744907023,0.7741325815,0.7736684113,0.7730863604,0.7723852355,0.7715779494,0.7706833756,0.7697250913,0.7687405733,0.7677757806,0.7668715179,0.7660559091,0.7653360335,0.7647083463,0.7641729277,0.7637329655,0.7633914985,0.7631468217,0.7629681183,0.7628169957,0.7626598301,0.7624841702,0.7623028365,0.7621393941,0.762001677,0.7618855751,0.7617734422,0.7616459806,0.7615049114,0.7613587236,0.7612201777,0.7610908737,0.7609565852,0.7607923315,0.7605863991,0.7603328511,0.7600510338,0.7597669207,0.7594939135,0.7592315095,0.75896678,0.7586900276,0.7584042025,0.7581283786,0.7578818659,0.7576807631,0.7575151947,0.7573600409,0.7571886055,0.7569884511,0.7567659235,0.7565363712,0.7563051929,0.7560665307,0.7557932679,0.7554652744,0.7550782821,0.7546494694,0.7542095605,0.7537853272,0.7533729709,0.7529483334,0.7524819475,0.7519566873,0.7513852926,0.7507855255,0.7501738939,0.7495486175,0.7489024695,0.7482272341,0.7475367858,0.7468577999,0.7462223983,0.7456435243,0.7451091001,0.7446036782,0.744106351,0.7436150115,0.7431275841,0.7426422117,0.7421524362,0.7416383227,0.7410862033,0.7404879291,0.7398490004,0.7391775509,0.7384818272,0.7377625083,0.7370097137,0.7362182691,0.7353769991,0.7344948511,0.7335617759,0.7325679551,0.7314839839,0.7302746092,0.7289141966,0.727384414,0.7256940254,0.7238542901,0.7218760783,0.7197563047,0.7174951709,0.7150976336,0.7125871252,0.7099900332,0.7073214435,0.7045844539,0.7017675538,0.6988564618,0.6958581349,0.6927894883,0.6896640905,0.6864806675,0.6832210427,0.6798580287,0.6763608888,0.6726966868,0.6688367467,0.6647434642,0.6603852326,0.6557288843,0.6507766346,0.6455219594,0.6399778083,0.6341458081,0.6280589446,0.6217594191,0.6153405117,0.6088822963,0.6024675105,0.5961633271,0.5900233527,0.5841350989,0.5785716765,0.5734159148,0.5687107721,0.5644890971,0.5607148464,0.5573611321,0.5543782547,0.5517338899,0.5493817091,0.5472777065,0.5454008115,0.5437297547,0.5422444343,0.5409069309,0.5396822485,0.5385391531,0.537468664,0.5364651395,0.5355529305,0.5347276622,0.5339762709,0.5332854226,0.5326603448,0.5321412237,0.5317558728,0.5315275932,0.5314513583,0.5315036857,0.5316632777,0.5319297304,0.5323093425,0.5327998106,0.5333843185,0.5340278207,0.5347135287,0.5354445634,0.5362492859,0.5371652035,0.5382000738,0.5393443052,0.5405729612,0.5418718533,0.5432352725,0.5446486309,0.5461026742,0.547575639,0.5490635379,0.5505668493,0.5521043691,0.5537056472,0.5553706922,0.5570836319,0.5588271657,0.5606056921,0.5624307365,0.5643460185,0.5663368685,0.5683948667,0.5705070038,0.5726163547,0.5747661777,0.5769849309,0.5792932453,0.5817127547,0.5842348492,0.5867846076,0.5893619209,0.5919446327,0.5944925315,0.5970389979,0.5995109768,0.6018974798,0.6042374366,0.6065555453,0.6088706427,0.6112451624,0.6135649055,0.6158319843,0.6180873995,0.6203194226,0.6225595927,0.6247620541,0.6268034537,0.6286549269,0.6303329023,0.6318886352,0.6336354707,0.6355403411,0.6375141221,0.6394026449,0.6410637365,0.6425074391,0.6438184435,0.6450187005,0.6462298105,0.647469189,0.6484495583,0.6491765313,0.6496821383,0.6501412798,0.6506646187,0.6513582319,0.6522646153,0.6533848119,0.6544443055,0.6553758429,0.6561417233,0.6567776102,0.6573494055,0.6578866709,0.6585118242,0.6590694581,0.6595029193,0.659791089,0.6600324179
58,0.7419742578,0.7479111113,0.7538741656,0.7600392972,0.7664088141,0.7728207282,0.778945769,0.7845825409,0.7896907481,0.7943512338,0.7986592282,0.8029106848,0.8069887593,0.8107393177,0.8140795357,0.8170022278,0.8196243629,0.8220723902,0.8244380008,0.8267386541,0.8288921238,0.8308040459,0.8324596664,0.8339304239,0.8353431549,0.836788316,0.8382600756,0.8396735838,0.8409303851,0.8419715156,0.8428592379,0.8437067711,0.8446125849,0.8456037808,0.8466168013,0.8475607372,0.8483941838,0.8491540372,0.8499304783,0.8508137303,0.8518030531,0.852833503,0.853813373,0.8546781196,0.855448831,0.8561978562,0.8569881743,0.857835563,0.858687361,0.8594790084,0.8601715569,0.8607821758,0.8613574924,0.8619496731,0.8625640124,0.8631757279,0.8637451854,0.8642536859,0.8647237203,0.8651917103,0.865696811,0.8662461666,0.8668167669,0.8673763267,0.8679013221,0.868383033,0.8688408359,0.8692952384,0.8697574874,0.8702106706,0.8706249687,0.87097096,0.8712434856,0.8714525154,0.871622335,0.8717688247,0.871885684,0.8719493119,0.8719328564,0.8718289333,0.8716408464,0.8713740952,0.8710247082,0.8705746966,0.8700024727,0.8692947017,0.8684508741,0.8674869128,0.8664258189,0.8652959533,0.8641409487,0.8630132778,0.8619586691,0.8610076584,0.8601664059,0.8594287683,0.8587926776,0.858259902,0.8578325524,0.8575081193,0.857252118,0.8570222117,0.8567819811,0.8565190548,0.8562495047,0.8560013456,0.8557846943,0.855596029,0.8554163906,0.8552246829,0.8550230442,0.8548207927,0.854631624,0.8544562892,0.8542774697,0.8540655264,0.8538055594,0.8534891739,0.853136554,0.8527758052,0.8524215011,0.8520734297,0.8517181223,0.8513462617,0.8509629484,0.8505913072,0.8502544156,0.8499712516,0.8497311194,0.8495055632,0.8492640114,0.8489915258,0.8486941907,0.8483883866,0.8480797789,0.8477619538,0.8474051852,0.8469879118,0.8465064862,0.8459811263,0.8454468944,0.8449338909,0.8444374157,0.8439294607,0.8433757502,0.842755727,0.8420825437,0.8413754402,0.8406529443,0.8399138294,0.839151444,0.8383584808,0.8375525788,0.8367655993,0.8360350747,0.8353763473,0.8347758203,0.8342151822,0.8336690691,0.8331324792,0.8326000409,0.8320665712,0.8315220498,0.8309419042,0.8303093701,0.829614739,0.8288644581,0.8280687659,0.8272386921,0.8263772747,0.8254758737,0.824531202,0.8235329953,0.8224933167,0.8214026194,0.8202513327,0.8190076896,0.8176331058,0.8160995488,0.8143869034,0.8125052337,0.8104671303,0.8082845377,0.8059535137,0.8034735231,0.8008491252,0.7981052898,0.7952701529,0.792359111,0.7893741612,0.7863009416,0.7831223147,0.7798450546,0.7764874928,0.7730646062,0.7695752609,0.7659998486,0.7623091171,0.758470077,0.7544476586,0.7502112528,0.7457204791,0.7409413401,0.735837858,0.7304133156,0.7246606306,0.7185939517,0.712214237,0.7055569416,0.6986674429,0.6916478568,0.6845853371,0.6775697833,0.6706738417,0.6639550111,0.6575096017,0.6514182069,0.6457732232,0.6406231593,0.6360053358,0.6318808806,0.6282210149,0.624971653,0.6220980893,0.6195496562,0.6172779688,0.6152602311,0.6134728458,0.6118932921,0.6104785658,0.6091888664,0.6079884607,0.606866821,0.6058172193,0.6048669954,0.6040112347,0.6032354282,0.6025248537,0.6018857368,0.6013638646,0.6009908552,0.6007930193,0.6007643982,0.6008779217,0.6011087231,0.6014553569,0.6019238232,0.6025104307,0.6031951278,0.603937482,0.6047179871,0.6055400359,0.6064359553,0.6074487776,0.6085882548,0.6098447399,0.6111913622,0.6126135298,0.614106102,0.6156538334,0.6172472937,0.6188627358,0.6204961596,0.6221484139,0.6238407336,0.6256063139,0.6274447303,0.6293375002,0.6312644262,0.6332297534,0.6352457547,0.6373611078,0.6395585927,0.6418281514,0.6441546517,0.6464735138,0.6488334538,0.6512665072,0.653796048,0.6564466641,0.6592090267,0.66199882,0.6648164226,0.6676372424,0.670416223,0.6731914668,0.6758810997,0.6784732429,0.6810123103,0.6835265543,0.6860375069,0.6886159104,0.6911334908,0.6935928959,0.6960405449,0.6984632999,0.700896892,0.7032897377,0.7055032278,0.7075050577,0.7093137964,0.7109872609,0.7128781128,0.7149491931,0.7171004058,0.7191584102,0.7209634974,0.7225271808,0.7239449277,0.72524159,0.726554156,0.7279023472,0.7289632122,0.7297432062,0.7302783524,0.7307652858,0.7313281747,0.7320860708,0.7330864766,0.7343302611,0.7355086311,0.7365456833,0.7373988612,0.7381078039,0.7387462107,0.7393470014,0.7400474787,0.7406727739,0.7411590441,0.7414824052,0.7417533786
57,0.6713895943,0.6770079483,0.6827039085,0.6886318774,0.6947913023,0.7010333797,0.707052457,0.7126556586,0.7177958729,0.7225380902,0.7269619779,0.7313312537,0.7355349923,0.7394300229,0.7429388018,0.7460538688,0.7488826087,0.7515412443,0.7541156563,0.7566231637,0.7589900814,0.7611305856,0.7630309924,0.7647559808,0.766420853,0.7681065556,0.7698064159,0.7714410108,0.7729187233,0.7741852108,0.7752977402,0.7763618079,0.7774699368,0.7786492157,0.7798440146,0.7809731548,0.7820005139,0.7829610514,0.7839374342,0.7850115764,0.7861807504,0.7873830589,0.7885321853,0.7895672548,0.7905069703,0.7914183695,0.7923604018,0.7933494863,0.794339189,0.7952722683,0.7961150053,0.7968847854,0.7976252114,0.7983841574,0.7991649143,0.7999424483,0.8006777139,0.8013513708,0.8019830025,0.8026059135,0.8032567483,0.8039431569,0.8046453211,0.8053352769,0.8059932638,0.8066129632,0.8072139623,0.8078158683,0.8084292234,0.809037619,0.8096120274,0.8101233432,0.8105649272,0.8109439659,0.8112813077,0.8115902183,0.8118638828,0.8120801641,0.8122143498,0.8122604347,0.8122228154,0.8121083008,0.8119149887,0.8116278617,0.8112281956,0.8107046799,0.8100570138,0.8092997923,0.8084535013,0.8075432141,0.8066083113,0.8056966328,0.8048501868,0.8040974017,0.8034446563,0.8028873513,0.8024253625,0.8020625051,0.8018031477,0.8016471112,0.8015636545,0.8015137795,0.8014629026,0.8013979959,0.8013319873,0.8012885393,0.8012744093,0.8012836513,0.8012960309,0.8012897589,0.80126567,0.8012323392,0.8012032238,0.801180506,0.8011497408,0.8010852208,0.8009751235,0.800813398,0.8006204471,0.8004234469,0.800236412,0.8000586235,0.7998763784,0.7996794811,0.7994710817,0.7992711962,0.7991002086,0.798975116,0.7988855014,0.7988050791,0.7987056558,0.7985740568,0.7984169885,0.7982507429,0.7980811295,0.7979022168,0.7976855204,0.7974098136,0.7970704575,0.7966854047,0.7962867446,0.7959024817,0.7955283421,0.7951386888,0.7947024019,0.794201714,0.7936505285,0.7930682688,0.7924731851,0.791864242,0.7912345733,0.7905759798,0.7899033302,0.7892447589,0.7886338392,0.7880835909,0.7875803994,0.7871069652,0.7866401591,0.7861767307,0.7857136131,0.7852481962,0.7847732738,0.7842674248,0.7837160033,0.7831102993,0.7824562055,0.7817625067,0.7810383557,0.7802849777,0.7794925704,0.778656348,0.7777654167,0.7768300379,0.7758404885,0.7747872706,0.7736400912,0.7723625146,0.7709281786,0.7693183415,0.7675428854,0.765614279,0.7635444013,0.7613304297,0.7589728398,0.7564771693,0.7538683447,0.7511743337,0.7484111203,0.7455819065,0.7426743616,0.7396733165,0.7365858266,0.7334294929,0.7302181725,0.7269500544,0.7236052146,0.7201541059,0.7165631083,0.7127963613,0.7088219113,0.7045985897,0.7000913965,0.6952638055,0.6901168782,0.6846425423,0.678853662,0.6727513648,0.6663703778,0.6597554667,0.6530058946,0.6462071975,0.6394478621,0.632800157,0.6263219864,0.6201075003,0.6142355538,0.6087954633,0.6038343158,0.5993883358,0.5954207916,0.5919044904,0.5887878765,0.5860376748,0.5836053988,0.5814447048,0.5795333013,0.5778481713,0.5763673193,0.5750494424,0.5738562503,0.5727532862,0.571729889,0.5707789938,0.5699257005,0.5691648258,0.5684822609,0.5678638062,0.5673150453,0.5668790457,0.5665855878,0.5664595283,0.5664954103,0.5666679658,0.5669540192,0.5673525748,0.5678696116,0.5685020653,0.5692312822,0.5700193338,0.5708478195,0.571719886,0.5726657918,0.5737259213,0.5749090617,0.5762056084,0.5775896143,0.5790464994,0.5805707824,0.5821472018,0.5837660056,0.5854037805,0.5870559438,0.5887224775,0.5904228818,0.5921880997,0.594017558,0.5958937265,0.59779763,0.5997336733,0.6017140181,0.6037853949,0.6059321576,0.6081453645,0.6104112683,0.612669058,0.6149651113,0.6173299826,0.6197858514,0.6223560486,0.6250316888,0.6277329307,0.6304600261,0.6331896052,0.6358789066,0.6385637981,0.6411662772,0.6436746783,0.6461307273,0.6485608735,0.6509851835,0.6534705073,0.6558949167,0.6582607199,0.6606119017,0.6629359884,0.6652669726,0.6675560258,0.6696717268,0.6715836762,0.6733097918,0.6749052245,0.6767050495,0.6786743084,0.6807182479,0.6826725971,0.684385994,0.6858695603,0.6872140748,0.688443275,0.6896873562,0.6909651742,0.6919701647,0.6927084913,0.6932143544,0.6936744488,0.6942065879,0.6949237476,0.6958710007,0.6970491022,0.6981649116,0.6991463909,0.6999533811,0.7006235013,0.7012267183,0.7017942963,0.7024565671,0.7030475843,0.7035067951,0.7038115677,0.7040668891
56,0.7196517808,0.7264950117,0.733337915,0.7403463006,0.7475213186,0.754696698,0.7615375686,0.7678446232,0.7735838861,0.7788428258,0.7837193923,0.7885067937,0.7930915739,0.7973234216,0.8011212576,0.8044783909,0.8075112552,0.8103453754,0.8130734092,0.8157145207,0.8181900728,0.8204092411,0.8223592387,0.8241121553,0.8257943559,0.8274953525,0.8292096218,0.83085329,0.8323287652,0.8335781665,0.8346633339,0.8356974564,0.8367791552,0.8379365226,0.8391078987,0.8402042563,0.8411850984,0.8420869213,0.8429983916,0.8440079421,0.8451138021,0.8462508392,0.8473279338,0.8482814776,0.8491334027,0.8499571881,0.8508172571,0.8517313243,0.8526488171,0.8535068508,0.8542673888,0.8549475627,0.8555932308,0.8562555419,0.8569387165,0.8576170843,0.8582503284,0.8588194572,0.8593469523,0.8598697647,0.8604276057,0.8610282983,0.8616494259,0.8622592144,0.8628346608,0.8633676459,0.8638783617,0.8643879531,0.8649084419,0.8654235513,0.8659038658,0.8663199606,0.866666295,0.8669516957,0.8671988726,0.8674216926,0.8676119078,0.8677443466,0.8677910759,0.8677442282,0.8676074414,0.8673873274,0.8670813897,0.8666733996,0.8661432778,0.8654788708,0.8646799604,0.8637623416,0.8627482026,0.8616648396,0.8605548658,0.8594700335,0.8584558384,0.8575433206,0.856739833,0.8560406354,0.8554451797,0.8549564176,0.8545770851,0.8543046359,0.8541038121,0.8539308352,0.8537474514,0.8535392163,0.8533203192,0.8531173312,0.8529395699,0.8527834638,0.8526305099,0.8524605468,0.8522768249,0.8520900829,0.8519152464,0.8517542523,0.85159066,0.8513955385,0.8511544883,0.8508593523,0.8505303771,0.8501953984,0.8498686477,0.8495492681,0.8492229508,0.8488794839,0.8485229812,0.8481754438,0.8478591679,0.8475925813,0.8473648607,0.8471480466,0.8469122636,0.8466433245,0.8463480402,0.8460432358,0.8457345265,0.8454151064,0.8450544133,0.8446296905,0.8441360847,0.843592812,0.8430343927,0.8424912848,0.8419600779,0.8414149808,0.8408245241,0.8401712519,0.8394709959,0.8387449956,0.8380128191,0.8372732238,0.8365184848,0.8357390919,0.8349498851,0.8341796993,0.8334633776,0.8328142274,0.8322176754,0.8316555281,0.8311034645,0.8305580794,0.8300158554,0.8294733007,0.8289216069,0.8283364611,0.8277004294,0.8270023982,0.8262468772,0.8254420713,0.8245973252,0.8237145824,0.8227849656,0.8218058858,0.8207688815,0.8196880796,0.8185564194,0.8173666574,0.8160888997,0.8146859877,0.8131305294,0.8114022777,0.8095105393,0.8074668498,0.8052817641,0.8029503899,0.8004713924,0.7978491694,0.7951089103,0.7922793515,0.7893769099,0.7864046587,0.7833493725,0.7801949237,0.7769485088,0.7736285342,0.7702494352,0.7668094044,0.7632877111,0.7596538627,0.7558733806,0.751909914,0.7477312979,0.7432959488,0.7385686856,0.7335125773,0.7281299876,0.7224131424,0.7163757516,0.7100185267,0.7033769952,0.6964967687,0.6894804606,0.6824160306,0.6753943613,0.6684894108,0.6617600373,0.6553038558,0.6492026034,0.6435495973,0.6383940927,0.6337738941,0.6296504519,0.6259950651,0.6227533999,0.6198903733,0.6173547159,0.6150973349,0.6130945964,0.6113219975,0.6097561874,0.6083534711,0.6070735059,0.6058801662,0.6047627162,0.6037144456,0.6027628518,0.6019036086,0.6011230675,0.6004075883,0.5997645274,0.5992407956,0.5988691723,0.5986770493,0.5986595451,0.598790508,0.5990456362,0.5994236936,0.5999304226,0.6005616359,0.6012964155,0.6020933988,0.6029317424,0.6038134237,0.6047692199,0.6058407779,0.6070367943,0.6083468179,0.6097434611,0.6112118327,0.612746768,0.6143331602,0.6159618898,0.6176096816,0.6192730439,0.6209534077,0.6226725893,0.6244643713,0.6263290296,0.6282487119,0.6302038005,0.6321989211,0.6342465953,0.6363954844,0.6386282674,0.6409344884,0.6432984422,0.645654711,0.6480508252,0.6505175861,0.6530771349,0.655753001,0.6585351264,0.6613389066,0.6641645202,0.6669875257,0.6697632534,0.6725301063,0.6752067555,0.6777818696,0.6803004606,0.6827914364,0.6852769027,0.6878283051,0.6903183171,0.6927502309,0.6951711177,0.6975684379,0.6999784881,0.7023502147,0.7045456501,0.7065329591,0.708330979,0.7099975779,0.7118850059,0.7139561486,0.7161109409,0.7181761071,0.7199918779,0.7215693695,0.7230034818,0.7243185888,0.7256511101,0.727020324,0.7281031152,0.7289054519,0.7294628618,0.7299714212,0.7305548492,0.7313318223,0.7323496771,0.7336091493,0.7348017068,0.7358515797,0.73671571,0.7374339636,0.7380802102,0.738687544,0.7393933263,0.7400230458,0.7405130687,0.7408396214,0.7411131563
